mz-te,20.3606317,
mz-cd,38.87522363,
mz-mn,30.26712451,
mz-nm,32.39815907,
mz-so,28.41390199,
mz-ns,32.23923577,
mz-za,37.15229132,
mz-ga,17.40216583,
mz-in,27.83417676,
mz-mp,11.01279125,
mz-7278,11.62196292
